"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL2424689";"";"0";"250.31";"0";"2.67";"1";"N#CC1=C(N)N(c2ccccc2)N=C2CCCC=C21";"IC50";"'='";"10399.2";"nM";"4.98";"";"";"UO_0000065";"19.91";"0.36";"2.31";"7.62";"False";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL2424705";"";"0";"372.43";"0";"4.08";"19";"CC1(C)C=C2C(=NN(c3ccc(Oc4ccccc4)cc3)C(N)=C2C#N)CO1";"IC50";"'='";"22700.0";"nM";"4.64";"";"";"UO_0000065";"12.47";"0.23";"0.56";"5.54";"False";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL2424708";"";"0";"337.38";"0";"2.25";"22";"CC(=O)Nc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1";"IC50";"'='";"6100.0";"nM";"5.21";"";"";"UO_0000065";"15.46";"0.28";"2.96";"5.03";"False";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL2424698";"";"0";"298.32";"0";"2.43";"12";"CC1(C)C=C2C(=NN(c3ccc(F)cc3)C(N)=C2C#N)CO1";"IC50";"'='";"4897.79";"nM";"5.31";"";"";"UO_0000065";"17.80";"0.33";"2.88";"7.11";"False";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL2424694";"";"0";"365.44";"0";"2.13";"8";"CC1(C)C=C2C(=NN(c3ccccc3N3CCOCC3)C(N)=C2C#N)CO1";"IC50";"'='";"2897.34";"nM";"5.54";"";"";"UO_0000065";"15.15";"0.28";"3.41";"6.36";"False";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL2424661";"";"0";"268.35";"0";"2.23";"7";"N#CC1=C(N)N(c2ccccc2)N=C2CSCC=C21";"IC50";"'='";"1099.01";"nM";"5.96";"";"";"UO_0000065";"22.21";"0.43";"3.73";"9.11";"False";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL2424693";"";"0";"298.37";"0";"2.24";"6";"COc1ccc(N2N=C3CSCC=C3C(C#N)=C2N)cc1";"IC50";"'='";"1300.17";"nM";"5.89";"";"";"UO_0000065";"19.73";"0.38";"3.65";"7.89";"False";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL1951709";"GYPENSAPOGENIN C";"0";"438.70";"1";"7.27";"15";"CC(C)=C1CC=C([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C1=O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2320379";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311280";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL1949694";"GYPENSAPOGENIN D";"0";"454.70";"1";"6.85";"9";"CC(C)=C[C@H]1C=C([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2320379";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311280";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL4086905";"";"0";"394.42";"0";"4.71";"2";"C=CC(C)(C)c1cc(O)c2oc3c(O)c4c(cc3c(=O)c2c1O)C=CC(C)(C)O4";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"12.92";"0.24";"0.39";"5.09";"False";"CHEMBL4055864";"Inhibition of human recombinant PTP1B pre-incubated for 10 mins before pnitrophenyl phosphate substrate addition and measured every 30 secs for 10 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052676";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";""
"CHEMBL2313418";"";"0";"472.71";"1";"6.05";"10";"CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1";"IC50";"'='";"27800.0";"nM";"4.56";"";"";"UO_0000065";"9.64";"0.18";"-1.49";"6.82";"False";"CHEMBL2320379";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311280";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL2313421";"GYPENSAPOGENIN E";"0";"472.71";"1";"6.05";"1";"CC(C)(O)C[C@H]1C=C([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1";"IC50";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"9.81";"0.19";"-1.41";"6.95";"False";"CHEMBL2320379";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311280";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL1783781";"";"0";"394.52";"1";"5.52";"15";"CCCCN(C)CCCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1";"IC50";"'='";"37310.0";"nM";"4.43";"";"";"UO_0000065";"11.22";"0.21";"-1.09";"9.28";"False";"CHEMBL1786429";"Inhibition of protein tyrosine phosphatase-1B at 10 uM incubated for 10 mins using pNPP substrate in absence of Triton X-100 by modified Goldstein method";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781977";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL2414204";"KETOEMBLIDE";"0";"360.45";"0";"3.83";"8";"COC(=O)/C1=C\C=C(\C(C)C)CCC2=CCC[C@](C)(OC2=O)C(=O)CC1";"IC50";"'='";"27200.0";"nM";"4.57";"";"";"UO_0000065";"12.67";"0.24";"0.74";"6.55";"False";"CHEMBL2415671";"Inhibition of human recombinant PTP1B-mediated pNPP hydrolysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2413037";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL2414202";"";"0";"272.48";"1";"6.76";"6";"C/C1=C\C=C(\C(C)C)CC/C(C)=C/CC/C(C)=C/CC1";"IC50";"'='";"26600.0";"nM";"4.58";"";"";"UO_0000065";"16.79";"0.31";"-2.18";"";"False";"CHEMBL2415671";"Inhibition of human recombinant PTP1B-mediated pNPP hydrolysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2413037";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL1829864";"";"0";"587.70";"2";"5.54";"6";"CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1cccc2cccnc12";"IC50";"'='";"6200.0";"nM";"5.21";"";"";"UO_0000065";"8.86";"0.17";"-0.33";"4.06";"False";"CHEMBL3637708";"Inhibition of GST-tagged PTP1B (unknown origin) by plate reader analysis using DiFMUP as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632539";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";""
"CHEMBL3632914";"";"0";"875.96";"3";"6.52";"20h";"O=C(CCCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"6.59";"0.13";"-0.75";"2.35";"False";"CHEMBL3637708";"Inhibition of GST-tagged PTP1B (unknown origin) by plate reader analysis using DiFMUP as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632539";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";""
"CHEMBL3633138";"";"0";"889.99";"3";"6.91";"20i";"O=C(CCCCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"6.34";"0.12";"-1.27";"2.30";"False";"CHEMBL3637708";"Inhibition of GST-tagged PTP1B (unknown origin) by plate reader analysis using DiFMUP as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632539";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";""
"CHEMBL2386216";"";"0";"541.03";"2";"5.31";"7";"CCCOCc1cc(O)c(O)c(Br)c1Cc1cc(O)c(O)c(Br)c1Br";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"10.53";"0.31";"0.39";"6.32";"False";"CHEMBL2389407";"Inhibition of human recombinant GST-tagged PTP1B using para-nitrophenyl phosphate as substrate after 2 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384908";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2386215";"";"0";"555.06";"2";"5.09";"5";"COc1cc(Cc2c(CO)cc(OC)c(OC)c2Br)c(Br)c(Br)c1OC";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2389407";"Inhibition of human recombinant GST-tagged PTP1B using para-nitrophenyl phosphate as substrate after 2 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384908";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2424687";"";"0";"252.28";"0";"1.51";"36";"N#CC1=C(N)N(c2ccccc2)N=C2COCC=C21";"IC50";"'='";"350.0";"nM";"6.46";"";"";"UO_0000065";"25.59";"0.46";"4.95";"8.65";"False";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL168";"OLEANOLIC_ACID";"0";"456.71";"1";"7.23";"OA";"CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"IC50";"'='";"1.17";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3405965";"Inhibition of PTP1B (unknown origin) using pNPP substrate measured after 3 mins by colorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3399989";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";""
"CHEMBL3402415";"";"0";"548.27";"2";"5.37";"13a";"O=C(OC1CSSC1)c1ccc(OCCOC(=O)c2cc(Br)ccc2Br)cc1";"IC50";"'='";"7260.0";"nM";"5.14";"";"";"UO_0000065";"9.37";"0.25";"-0.23";"8.31";"False";"CHEMBL3407022";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400144";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";""
"CHEMBL3760020";"";"0";"393.49";"1";"6.43";"7n";"CCCc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1";"IC50";"'>'";"120000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3760330";"Inhibition of recombinant human PTP1B catalytic domain assessed as hydrolysis of pNPP after 2 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758136";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";""
"CHEMBL3759234";"";"0";"396.45";"1";"5.27";"7w";"CCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)cc1";"IC50";"'='";"31490.0";"nM";"4.50";"";"";"UO_0000065";"11.36";"0.20";"-0.77";"5.86";"False";"CHEMBL3760330";"Inhibition of recombinant human PTP1B catalytic domain assessed as hydrolysis of pNPP after 2 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758136";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";""
"CHEMBL3628470";"";"0";"444.49";"0";"4.38";"5f";"COc1ccc(COc2ccc(/C=C3\C(=O)NC(=O)N3Cc3ccc(OC)cc3)cc2)cc1";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"12.30";"0.23";"1.09";"7.09";"False";"CHEMBL3631084";"Inhibition of human recombinant PTP1B expressed in Escherichia coli pre-incubated for 15 mins before pNPP substrate addition by spectrophotometry";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627652";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL2386223";"";"0";"597.05";"2";"5.03";"17";"COC(=O)c1cc(OC)c(OC)c(Br)c1C(=O)c1cc(OC)c(OC)c(Br)c1Br";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2389407";"Inhibition of human recombinant GST-tagged PTP1B using para-nitrophenyl phosphate as substrate after 2 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384908";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2386220";"";"0";"474.14";"0";"4.79";"14";"COc1cc(C(=O)c2c(C)cc(OC)c(OC)c2Br)cc(Br)c1OC";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2389407";"Inhibition of human recombinant GST-tagged PTP1B using para-nitrophenyl phosphate as substrate after 2 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384908";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2375448";"";"0";"774.05";"2";"6.00";"2h";"COC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@H]5O[C@H](C(=O)OC)[C@@H](O)[C@H](O)[C@@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2";"IC50";"'='";"12200.0";"nM";"4.91";"";"";"UO_0000065";"6.35";"0.12";"-1.09";"3.05";"False";"CHEMBL2378248";"Inhibition of PTP1B (unknown origin) expressed in Escherichia coli expression system using p-nitrophenyl phosphate as substrate assessed as release of p-nitrophenol incubated for 10 mins prior to substrate addition measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375238";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2375471";"";"0";"760.02";"2";"5.92";"2f";"COC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2";"IC50";"'='";"1910.0";"nM";"5.72";"";"";"UO_0000065";"7.52";"0.14";"-0.20";"3.33";"False";"CHEMBL2378248";"Inhibition of PTP1B (unknown origin) expressed in Escherichia coli expression system using p-nitrophenyl phosphate as substrate assessed as release of p-nitrophenol incubated for 10 mins prior to substrate addition measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375238";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2375463";"";"0";"648.83";"1";"3.80";"1e";"CC1(C)CC[C@@]23CC[C@]4(C)[C@](OC2=O)([C@@H](O)C[C@@H]2[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]24C)[C@@H]3C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2378248";"Inhibition of PTP1B (unknown origin) expressed in Escherichia coli expression system using p-nitrophenyl phosphate as substrate assessed as release of p-nitrophenol incubated for 10 mins prior to substrate addition measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375238";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2375462";"";"0";"796.99";"3";"1.53";"1d";"CC1(C)CC[C@@]23CC[C@]4(C)[C@](OC2=O)([C@@H](O)C[C@@H]2[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]24C)[C@@H]3C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2378248";"Inhibition of PTP1B (unknown origin) expressed in Escherichia coli expression system using p-nitrophenyl phosphate as substrate assessed as release of p-nitrophenol incubated for 10 mins prior to substrate addition measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375238";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2375454";"";"0";"894.15";"3";"3.56";"3d";"CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"IC50";"'='";"9210.0";"nM";"5.04";"";"";"UO_0000065";"5.63";"0.11";"1.48";"2.06";"False";"CHEMBL2378248";"Inhibition of PTP1B (unknown origin) expressed in Escherichia coli expression system using p-nitrophenyl phosphate as substrate assessed as release of p-nitrophenol incubated for 10 mins prior to substrate addition measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375238";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2375465";"";"0";"583.90";"2";"8.00";"2";"COC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2378248";"Inhibition of PTP1B (unknown origin) expressed in Escherichia coli expression system using p-nitrophenyl phosphate as substrate assessed as release of p-nitrophenol incubated for 10 mins prior to substrate addition measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375238";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL3402408";"";"0";"444.55";"1";"5.12";"6e";"O=C(OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1)c1cccc(F)c1";"IC50";"'='";"5180.0";"nM";"5.29";"";"";"UO_0000065";"11.89";"0.24";"0.17";"10.05";"False";"CHEMBL3407022";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400144";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";""
"CHEMBL508649";"5-METHOXYCANTHINONE";"0";"250.26";"0";"2.45";"5";"COc1cc2nccc3c4ccccc4n(c1=O)c23";"IC50";"'='";"20300.0";"nM";"4.69";"";"";"UO_0000065";"18.75";"0.34";"2.24";"10.76";"False";"CHEMBL3406724";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400011";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";""
"CHEMBL2205516";"";"0";"285.74";"0";"2.97";"14";"CNc1nc(N)nc2nc(-c3ccccc3Cl)ccc12";"IC50";"'='";"1160.0";"nM";"5.94";"";"";"UO_0000065";"20.77";"0.41";"2.97";"7.74";"False";"CHEMBL2211288";"Inhibition of human PTP1B (1 to 321 amino acid residues) expressed in Escherichia coli using TRDI(pY)E as substrate incubated for 15 mins prior to substrate addition measured after 20 mins by malachite green staining-based colorimetric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203097";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL2205514";"";"0";"295.30";"0";"2.01";"12";"CNc1nc(N)nc2nc(-c3ccccc3C(=O)O)ccc12";"IC50";"'='";"2390.0";"nM";"5.62";"";"";"UO_0000065";"19.04";"0.35";"3.61";"4.93";"False";"CHEMBL2211288";"Inhibition of human PTP1B (1 to 321 amino acid residues) expressed in Escherichia coli using TRDI(pY)E as substrate incubated for 15 mins prior to substrate addition measured after 20 mins by malachite green staining-based colorimetric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203097";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL501547";"";"0";"311.13";"0";"2.86";"4b";"Oc1ccc(Cc2cc(O)c(O)cc2Br)cc1O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2020427";"Inhibition of GST-tagged human recombinant PTB1B using pNPP as substrate after 3 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016568";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
